order_date,region,country,product_category,product_name,revenue,cost,shipping_cost,material_cost
2024-10-27,South America,Chile,Furniture,Conference Table,5002.1,2150.43,334.57,1815.86
2024-01-22,Asia Pacific,Japan,Technology,Laptop Pro,8782.04,3620.15,679.49,2940.66
2025-10-22,Asia Pacific,Singapore,Furniture,Ergonomic Chair,6729.72,3178.66,365.47,2813.18
2025-11-12,South America,Argentina,Office Supplies,Office Chair,9033.68,3752.93,627.51,3125.42
2024-08-20,South America,Argentina,Office Supplies,Premium Paper,1909.21,802.76,148.56,654.2
2025-09-25,North America,Mexico,Furniture,Ergonomic Chair,2231.66,874.16,145.96,728.2
2025-11-13,North America,United States,Technology,Laptop Pro,890.94,341.96,32.36,309.6
2024-09-23,Asia Pacific,Japan,Technology,Laptop Pro,6822.76,3302.9,255.15,3047.75
2025-04-04,North America,Mexico,Office Supplies,Premium Paper,9244.12,3842.37,508.16,3334.21
2024-05-28,South America,Argentina,Technology,Laptop Pro,9716.43,4248.92,538.0,3710.92
2025-10-24,Asia Pacific,Singapore,Office Supplies,Office Chair,8095.97,3929.75,616.22,3313.53
2024-12-12,Europe,Italy,Technology,Smartphone X,6941.08,2420.85,216.84,2204.01
2025-09-24,North America,Canada,Office Supplies,Premium Paper,3600.48,1551.74,143.15,1408.59
2025-06-23,North America,Canada,Technology,Laptop Pro,1294.1,635.75,82.63,553.12
2024-03-30,South America,Brazil,Office Supplies,Printer,6230.13,2551.46,204.36,2347.1
2025-11-13,Asia Pacific,Singapore,Technology,Cloud Server,4011.48,1605.22,177.44,1427.78
2024-12-25,Asia Pacific,Singapore,Furniture,Executive Desk,2549.1,1275.18,170.98,1104.2
2025-03-01,South America,Argentina,Technology,Cloud Server,7421.75,3220.33,532.7,2687.63
2025-09-04,Europe,France,Technology,Business Tablet,5008.82,2551.8,397.36,2154.44
2024-03-08,South America,Brazil,Technology,Cloud Server,6568.66,2494.41,254.5,2239.91
2025-04-18,North America,United States,Technology,Cloud Server,3249.9,1445.32,231.2,1214.12
2024-11-05,Asia Pacific,Singapore,Furniture,Storage Cabinet,2632.94,1201.63,99.26,1102.37
2024-11-03,South America,Brazil,Furniture,Ergonomic Chair,4462.99,1955.57,287.38,1668.19
2024-09-07,Europe,Germany,Office Supplies,Desk Organizer,9946.16,3752.56,669.16,3083.4
2025-08-18,South America,Chile,Office Supplies,Printer,6465.96,2819.92,418.43,2401.5
2024-05-02,Asia Pacific,India,Office Supplies,Office Chair,6025.72,2259.48,319.68,1939.8
2025-12-10,North America,Canada,Technology,Laptop Pro,3090.37,1355.23,233.65,1121.58
2024-12-30,Europe,United Kingdom,Office Supplies,Premium Paper,5381.73,2444.0,210.76,2233.24
2024-04-06,North America,Mexico,Office Supplies,Printer,8354.81,3741.27,376.41,3364.86
2025-12-02,Asia Pacific,India,Furniture,Ergonomic Chair,8321.49,2977.79,465.24,2512.55
2025-01-16,South America,Argentina,Office Supplies,Office Chair,1472.97,536.51,60.47,476.04
2024-07-11,Europe,Italy,Office Supplies,Premium Paper,1607.37,563.47,49.62,513.85
2024-12-22,Asia Pacific,Australia,Technology,Cloud Server,8952.4,4098.65,610.37,3488.28
2024-12-16,North America,Mexico,Office Supplies,Premium Paper,7572.37,2682.32,275.9,2406.42
2025-12-11,North America,Mexico,Technology,Business Tablet,1690.77,597.62,57.37,540.26
2025-12-08,Europe,Germany,Technology,Cloud Server,7694.67,5310.2,1006.53,4303.67
2024-03-01,South America,Brazil,Office Supplies,Premium Paper,1129.35,528.38,76.49,451.9
2024-05-06,North America,Mexico,Technology,Smartphone X,6870.71,2347.49,256.13,2091.37
2024-10-11,Asia Pacific,Australia,Technology,Smartphone X,5296.64,2019.24,375.95,1643.29
2024-01-15,North America,Mexico,Technology,Business Tablet,2131.85,945.09,64.42,880.67
2024-04-11,North America,Mexico,Furniture,Storage Cabinet,3981.4,1753.37,206.97,1546.4
2024-04-19,North America,Canada,Office Supplies,Desk Organizer,2535.6,937.6,90.37,847.23
2024-11-17,Europe,Italy,Technology,Smartphone X,5210.25,2076.81,231.41,1845.41
2024-02-11,Europe,United Kingdom,Office Supplies,Premium Paper,4155.42,1809.06,277.62,1531.45
2025-12-04,South America,Brazil,Furniture,Storage Cabinet,3260.6,1525.13,128.6,1396.53
2024-03-12,South America,Chile,Office Supplies,Office Chair,621.47,288.81,39.53,249.29
2025-02-09,South America,Chile,Furniture,Executive Desk,1632.57,692.17,105.71,586.45
2024-04-14,North America,United States,Office Supplies,Office Chair,3717.0,1742.44,295.62,1446.82
2024-05-05,North America,Canada,Furniture,Storage Cabinet,3145.92,1466.38,185.91,1280.47
2024-10-06,South America,Argentina,Office Supplies,Desk Organizer,9881.47,4091.73,369.26,3722.47
2025-04-10,Europe,Germany,Office Supplies,Desk Organizer,5224.1,2251.51,191.88,2059.63
2024-04-11,Europe,Germany,Office Supplies,Premium Paper,9734.69,4101.76,622.63,3479.13
2024-06-05,Asia Pacific,India,Technology,Cloud Server,8030.95,3159.33,506.79,2652.54
2025-05-17,Asia Pacific,Australia,Furniture,Executive Desk,9549.51,3402.11,491.99,2910.12
2024-05-01,South America,Argentina,Office Supplies,Desk Organizer,4704.28,1619.4,182.73,1436.67
2025-11-06,Asia Pacific,Japan,Office Supplies,Desk Organizer,1777.64,820.79,96.66,724.14
2024-04-22,South America,Chile,Furniture,Storage Cabinet,5021.16,2427.67,277.84,2149.82
2025-02-04,Asia Pacific,Singapore,Furniture,Storage Cabinet,6360.93,2746.67,501.81,2244.86
2024-11-24,Europe,Germany,Furniture,Executive Desk,1717.88,730.85,121.07,609.78
2025-08-20,Europe,United Kingdom,Office Supplies,Premium Paper,4567.41,2280.91,231.09,2049.82
2024-02-27,North America,United States,Technology,Business Tablet,6129.05,2879.63,203.94,2675.69
2024-11-08,Europe,United Kingdom,Technology,Laptop Pro,5614.96,2069.08,353.12,1715.97
2025-03-08,South America,Argentina,Technology,Cloud Server,6085.9,3023.18,297.52,2725.66
2025-02-03,Asia Pacific,India,Office Supplies,Premium Paper,7063.21,2724.44,387.32,2337.12
2025-11-14,Asia Pacific,Japan,Furniture,Ergonomic Chair,3951.68,1660.68,216.74,1443.94
2024-03-18,North America,Canada,Office Supplies,Premium Paper,3324.54,1516.85,233.48,1283.37
2025-10-01,Europe,Spain,Technology,Business Tablet,3096.97,1993.05,374.23,1618.82
2024-03-19,Asia Pacific,Australia,Office Supplies,Printer,2400.73,1012.13,147.04,865.09
2025-04-09,North America,United States,Furniture,Conference Table,5980.01,2452.1,467.07,1985.02
2025-04-23,Asia Pacific,Singapore,Furniture,Executive Desk,5461.56,2141.09,204.19,1936.89
2024-06-03,Asia Pacific,Singapore,Office Supplies,Printer,8671.77,4321.72,535.02,3786.71
2025-02-26,Asia Pacific,Australia,Furniture,Conference Table,2936.24,1293.35,147.67,1145.68
2024-04-26,North America,United States,Technology,Smartphone X,8071.93,3235.63,438.06,2797.58
2025-03-22,South America,Chile,Technology,Smartphone X,2013.91,731.82,86.44,645.39
2024-10-11,North America,Mexico,Technology,Cloud Server,7931.22,3038.64,593.46,2445.19
2024-11-17,Asia Pacific,India,Office Supplies,Printer,6880.88,3321.42,342.98,2978.44
2024-05-23,North America,United States,Furniture,Executive Desk,5458.6,2739.29,422.95,2316.34
2025-06-21,Asia Pacific,Singapore,Technology,Smartphone X,6198.3,2861.44,283.08,2578.36
2025-08-21,South America,Chile,Furniture,Conference Table,9387.25,3454.9,331.75,3123.15
2024-08-07,Asia Pacific,Singapore,Office Supplies,Printer,8697.55,3175.15,492.92,2682.23
2025-12-17,Europe,United Kingdom,Furniture,Storage Cabinet,5011.11,3343.02,544.68,2798.34
2025-05-01,Asia Pacific,Australia,Technology,Laptop Pro,8493.99,4046.33,654.4,3391.93
2025-12-08,North America,Canada,Furniture,Storage Cabinet,3438.05,1691.23,165.52,1525.71
2025-12-02,Europe,Spain,Technology,Cloud Server,4190.47,2904.55,483.3,2421.25
2024-04-02,North America,Canada,Technology,Smartphone X,9200.96,4312.27,680.63,3631.65
2025-10-21,South America,Brazil,Office Supplies,Premium Paper,8320.38,4115.5,445.59,3669.91
2025-02-26,Asia Pacific,Singapore,Technology,Smartphone X,7135.58,3022.22,339.6,2682.62
2025-09-08,Asia Pacific,Singapore,Furniture,Executive Desk,7738.77,3369.41,303.26,3066.15
2025-03-30,North America,United States,Office Supplies,Office Chair,6468.81,2465.72,220.66,2245.05
2024-06-10,North America,Mexico,Furniture,Conference Table,8546.12,4038.0,595.08,3442.92
2024-11-23,South America,Argentina,Furniture,Conference Table,2976.46,1412.21,212.34,1199.87
2024-10-15,North America,United States,Office Supplies,Printer,2227.95,1133.35,172.08,961.27
2025-08-07,North America,United States,Technology,Smartphone X,9115.03,4430.2,363.81,4066.39
2025-12-19,North America,United States,Office Supplies,Desk Organizer,6203.73,2483.29,483.28,2000.01
2024-06-23,Europe,Germany,Furniture,Storage Cabinet,7846.91,4006.68,559.98,3446.7
2025-05-21,Europe,France,Furniture,Conference Table,2310.17,1151.38,159.65,991.73
2024-10-21,South America,Argentina,Technology,Cloud Server,8635.21,4056.59,688.75,3367.84
2024-10-16,North America,Canada,Technology,Cloud Server,8028.4,3075.86,632.69,2443.17
2024-08-29,South America,Brazil,Office Supplies,Desk Organizer,1314.52,583.52,96.71,486.81
2025-12-10,South America,Chile,Technology,Cloud Server,7230.31,3276.97,309.54,2967.43
2024-04-07,Europe,Germany,Office Supplies,Office Chair,4973.86,2056.51,300.02,1756.5
2025-11-17,Europe,Germany,Office Supplies,Desk Organizer,3373.82,2396.69,450.65,1946.04
2025-08-17,North America,Canada,Technology,Cloud Server,9338.11,4372.85,341.74,4031.12
2024-11-20,South America,Brazil,Office Supplies,Premium Paper,3476.06,1744.07,191.05,1553.03
2024-10-14,Asia Pacific,Singapore,Office Supplies,Printer,6322.85,2892.21,273.07,2619.14
2024-11-16,South America,Brazil,Office Supplies,Desk Organizer,7754.92,3065.84,563.41,2502.43
2025-11-04,South America,Brazil,Technology,Smartphone X,1018.39,387.99,54.5,333.49
2024-06-16,South America,Argentina,Technology,Cloud Server,887.52,371.81,58.09,313.72
2025-05-11,South America,Argentina,Technology,Smartphone X,1674.72,648.86,122.94,525.92
2024-07-03,North America,Mexico,Furniture,Ergonomic Chair,5850.85,2574.9,237.66,2337.24
2024-01-05,North America,Canada,Technology,Smartphone X,7798.41,3711.3,579.96,3131.34
2024-01-27,Asia Pacific,India,Office Supplies,Printer,6108.22,3142.87,438.87,2704.01
2024-06-06,Europe,Germany,Office Supplies,Desk Organizer,4813.53,2421.16,287.42,2133.74
2024-01-06,Asia Pacific,India,Furniture,Storage Cabinet,3586.7,1708.88,239.29,1469.58
2025-08-05,North America,United States,Technology,Business Tablet,3570.12,1220.5,119.73,1100.78
2025-09-08,South America,Brazil,Office Supplies,Printer,2191.1,1135.06,160.55,974.51
2024-04-01,Europe,France,Technology,Cloud Server,7905.18,3244.04,534.61,2709.42
2025-10-31,North America,United States,Office Supplies,Desk Organizer,8110.45,3945.48,617.08,3328.39
2025-12-02,North America,Canada,Furniture,Executive Desk,8404.5,3625.53,457.89,3167.64
2025-02-01,South America,Argentina,Furniture,Storage Cabinet,1357.11,558.85,65.7,493.15
2024-07-09,South America,Chile,Office Supplies,Premium Paper,884.16,357.59,47.02,310.57
2024-08-17,North America,Canada,Furniture,Executive Desk,3261.68,1438.28,245.8,1192.48
2025-05-04,Asia Pacific,Japan,Technology,Business Tablet,8494.61,3595.24,380.34,3214.9
2024-02-18,Europe,Germany,Furniture,Executive Desk,5351.19,2221.74,284.86,1936.88
2025-08-05,Asia Pacific,Australia,Office Supplies,Premium Paper,7802.14,2882.63,522.94,2359.68
2025-04-18,North America,United States,Office Supplies,Premium Paper,1291.26,615.15,57.95,557.2
2025-08-24,South America,Chile,Office Supplies,Printer,3742.68,1902.09,263.86,1638.23
2024-08-04,North America,United States,Furniture,Ergonomic Chair,8780.35,3272.16,498.01,2774.15
2024-01-06,South America,Brazil,Technology,Smartphone X,6730.11,2821.79,338.22,2483.58
2025-11-04,South America,Argentina,Furniture,Ergonomic Chair,7061.29,3588.73,450.19,3138.54
2024-11-05,Europe,France,Technology,Laptop Pro,2312.62,1126.7,149.86,976.84
2024-07-11,Europe,France,Office Supplies,Office Chair,6672.53,2846.98,409.05,2437.93
2025-07-05,North America,United States,Office Supplies,Desk Organizer,1907.57,761.32,68.33,692.99
2024-06-05,South America,Argentina,Office Supplies,Premium Paper,8668.07,3708.64,347.3,3361.34
2025-08-06,South America,Brazil,Office Supplies,Premium Paper,1475.3,706.28,76.11,630.17
2025-03-01,South America,Chile,Furniture,Ergonomic Chair,851.66,353.97,47.41,306.56
2025-09-18,South America,Brazil,Furniture,Executive Desk,5518.93,2257.76,252.73,2005.03
2024-03-06,Asia Pacific,Singapore,Office Supplies,Premium Paper,5200.49,2538.79,246.18,2292.61
2025-12-15,South America,Brazil,Technology,Business Tablet,7398.99,3124.53,384.05,2740.48
2025-06-03,North America,Mexico,Furniture,Ergonomic Chair,9256.49,4570.65,608.71,3961.94
2025-04-24,North America,Canada,Furniture,Storage Cabinet,9618.13,4699.59,612.25,4087.34
2025-01-03,South America,Brazil,Furniture,Conference Table,3183.34,1514.45,201.67,1312.77
2024-05-12,North America,United States,Technology,Cloud Server,1458.59,644.82,116.23,528.59
2024-11-06,North America,United States,Furniture,Executive Desk,9992.98,3965.8,430.1,3535.7
2025-11-24,North America,United States,Furniture,Executive Desk,8164.75,3154.52,291.47,2863.05
2024-08-20,Europe,Spain,Technology,Cloud Server,2949.31,1176.22,140.87,1035.35
2024-02-17,Asia Pacific,Japan,Furniture,Executive Desk,7210.85,3539.71,374.18,3165.53
2025-04-13,Europe,Germany,Furniture,Executive Desk,8324.3,2843.3,293.6,2549.69
2025-10-07,Europe,France,Office Supplies,Office Chair,7419.32,5060.49,1129.44,3931.05
2024-06-06,Asia Pacific,Australia,Technology,Laptop Pro,8561.65,3567.24,434.82,3132.42
2024-01-07,North America,Canada,Office Supplies,Printer,5297.72,1914.63,257.58,1657.05
2025-02-28,Asia Pacific,Japan,Technology,Cloud Server,7978.55,2969.14,410.43,2558.71
2025-02-23,South America,Chile,Furniture,Ergonomic Chair,9465.53,4116.51,648.46,3468.05
2025-06-13,Europe,Germany,Office Supplies,Printer,4315.68,2017.84,223.14,1794.7
2025-02-06,Europe,France,Furniture,Executive Desk,9788.46,5060.25,684.74,4375.51
2025-06-16,Asia Pacific,Singapore,Office Supplies,Printer,7354.73,2899.69,347.2,2552.49
2024-10-13,North America,Mexico,Office Supplies,Desk Organizer,6616.85,3271.07,405.07,2866.0
2025-09-25,South America,Chile,Office Supplies,Desk Organizer,7866.3,3668.53,269.14,3399.39
2025-07-04,Asia Pacific,Singapore,Furniture,Conference Table,5444.46,2296.5,221.52,2074.98
2025-06-07,Asia Pacific,Australia,Furniture,Conference Table,722.51,354.42,41.18,313.24
2024-09-21,North America,Canada,Furniture,Storage Cabinet,9876.07,3452.31,325.88,3126.43
2025-01-16,Asia Pacific,Australia,Technology,Laptop Pro,7687.32,3794.76,403.1,3391.66
2025-08-09,Europe,Italy,Office Supplies,Office Chair,8151.18,4129.63,475.05,3654.58
2025-10-04,North America,Canada,Office Supplies,Printer,6835.76,3287.32,400.84,2886.48
2024-05-23,South America,Chile,Furniture,Conference Table,1499.66,625.5,59.43,566.07
2025-01-04,South America,Brazil,Technology,Cloud Server,8370.16,2891.07,277.13,2613.93
2024-05-13,South America,Brazil,Office Supplies,Premium Paper,4008.3,1757.04,238.14,1518.9
2025-06-15,South America,Argentina,Furniture,Storage Cabinet,6546.38,3364.37,421.92,2942.45
2025-05-16,South America,Brazil,Technology,Smartphone X,5105.26,2282.35,400.26,1882.09
2025-06-09,Europe,France,Office Supplies,Desk Organizer,809.77,308.91,46.93,261.98
2024-05-01,South America,Brazil,Technology,Business Tablet,5931.77,2038.79,223.42,1815.37
2025-01-15,Asia Pacific,Australia,Office Supplies,Printer,5116.29,2331.94,189.85,2142.09
2025-08-26,South America,Brazil,Office Supplies,Printer,2548.02,1216.19,138.71,1077.48
2024-05-05,Asia Pacific,India,Technology,Cloud Server,5071.18,2023.78,266.84,1756.94
2024-12-11,South America,Argentina,Furniture,Conference Table,7738.54,3317.99,410.5,2907.48
2025-04-05,South America,Brazil,Furniture,Ergonomic Chair,1348.49,613.42,82.5,530.92
2025-01-31,North America,Canada,Office Supplies,Premium Paper,9601.76,4803.78,641.36,4162.43
2025-10-23,Europe,France,Furniture,Executive Desk,5933.95,3818.68,637.47,3181.22
2025-07-26,Europe,France,Furniture,Executive Desk,9594.28,4277.04,647.88,3629.16
2025-05-29,Europe,Germany,Furniture,Conference Table,9642.58,3678.98,388.5,3290.48
2025-12-23,South America,Brazil,Furniture,Ergonomic Chair,4317.08,1639.83,315.57,1324.25
2024-01-24,Asia Pacific,Singapore,Technology,Cloud Server,728.54,312.02,35.77,276.25
2024-04-03,Europe,Germany,Furniture,Conference Table,3210.84,1270.9,219.67,1051.23
2024-06-06,Asia Pacific,Singapore,Furniture,Conference Table,1059.68,512.08,41.4,470.68
2025-12-31,Europe,United Kingdom,Office Supplies,Premium Paper,3540.39,2362.2,529.87,1832.33
2024-05-03,Europe,France,Technology,Smartphone X,5183.3,2395.26,255.29,2139.97
2024-04-27,Asia Pacific,India,Office Supplies,Desk Organizer,5754.65,1963.86,180.96,1782.9
2025-10-10,North America,United States,Office Supplies,Premium Paper,2840.0,1285.01,196.7,1088.31
2024-11-07,South America,Argentina,Technology,Smartphone X,7937.38,3003.32,452.61,2550.72
2024-06-21,North America,Mexico,Office Supplies,Desk Organizer,897.02,448.47,70.02,378.45
2025-09-27,Asia Pacific,Japan,Technology,Laptop Pro,9368.31,4049.18,561.1,3488.08
2025-11-27,South America,Argentina,Furniture,Conference Table,6059.01,2477.07,195.55,2281.52
2025-06-30,Europe,United Kingdom,Technology,Cloud Server,7135.08,3502.1,472.73,3029.37
2024-10-13,South America,Brazil,Furniture,Ergonomic Chair,8897.35,4480.44,549.49,3930.95
2025-12-25,South America,Argentina,Technology,Business Tablet,3745.48,1606.61,224.64,1381.97
2024-01-17,North America,Mexico,Technology,Cloud Server,540.65,183.88,20.91,162.97
2025-07-23,South America,Argentina,Furniture,Executive Desk,7979.4,3441.04,270.31,3170.73
2024-02-01,South America,Chile,Technology,Business Tablet,9734.37,4054.58,584.7,3469.88
2025-01-31,North America,Mexico,Technology,Laptop Pro,4895.58,2411.89,255.69,2156.2
2024-08-14,Europe,United Kingdom,Furniture,Ergonomic Chair,2319.36,1121.88,142.09,979.8
2024-08-14,North America,Canada,Office Supplies,Premium Paper,3167.19,1586.84,206.97,1379.87
2024-08-02,Europe,France,Furniture,Storage Cabinet,1553.99,616.34,85.49,530.85
2024-06-23,North America,Mexico,Furniture,Conference Table,1120.93,395.12,37.27,357.84
2024-09-22,North America,Mexico,Furniture,Ergonomic Chair,2322.59,1117.85,184.87,932.98
2025-12-10,Asia Pacific,Singapore,Technology,Cloud Server,6589.18,3123.63,214.76,2908.87
2024-11-26,South America,Argentina,Office Supplies,Premium Paper,6961.65,2910.4,334.67,2575.73
2024-02-14,North America,United States,Office Supplies,Desk Organizer,5557.9,2206.65,275.63,1931.02
2024-12-08,Europe,Spain,Technology,Smartphone X,9791.91,3890.28,330.2,3560.07
2024-09-12,North America,United States,Office Supplies,Printer,1097.02,466.44,34.44,432.0
2025-03-18,Europe,Spain,Furniture,Ergonomic Chair,8484.82,3315.46,455.46,2860.0
2024-12-14,Europe,United Kingdom,Furniture,Conference Table,9463.7,4517.41,577.08,3940.33
2024-04-07,South America,Chile,Technology,Laptop Pro,9757.99,4746.06,476.87,4269.19
2025-12-11,Europe,France,Technology,Cloud Server,1020.49,605.69,105.46,500.23
2024-02-23,Asia Pacific,Singapore,Office Supplies,Premium Paper,6364.37,2767.83,466.06,2301.78
2025-11-06,Europe,Italy,Office Supplies,Desk Organizer,8054.06,5397.97,1258.49,4139.48
2024-01-27,South America,Chile,Office Supplies,Office Chair,1526.06,560.84,100.21,460.63
2025-08-30,North America,Mexico,Technology,Business Tablet,3876.22,1679.38,236.61,1442.77
2024-07-09,North America,United States,Technology,Laptop Pro,1712.97,759.42,95.34,664.08
2025-10-29,Asia Pacific,Australia,Furniture,Conference Table,1900.39,747.7,89.59,658.11
2025-01-12,Europe,Spain,Furniture,Conference Table,1044.52,467.76,74.95,392.81
2024-02-25,South America,Argentina,Technology,Smartphone X,6585.27,2394.47,220.08,2174.38
2024-07-12,South America,Chile,Furniture,Storage Cabinet,6197.74,2532.35,365.17,2167.17
2024-12-09,Asia Pacific,Singapore,Office Supplies,Office Chair,1496.06,758.42,112.99,645.42
2025-05-22,North America,United States,Furniture,Conference Table,7085.6,2909.61,288.08,2621.53
2025-05-07,Asia Pacific,Singapore,Technology,Cloud Server,2250.32,1117.56,108.33,1009.23
2024-03-16,Asia Pacific,India,Furniture,Executive Desk,1852.82,792.32,114.07,678.25
2025-01-03,Europe,Germany,Technology,Smartphone X,3198.96,1202.62,137.87,1064.75
2024-06-27,Asia Pacific,Japan,Technology,Smartphone X,704.17,353.47,53.19,300.28
2024-01-22,North America,Canada,Furniture,Executive Desk,3714.64,1427.71,196.17,1231.54
2025-01-13,Asia Pacific,Japan,Furniture,Storage Cabinet,8844.68,3069.35,329.21,2740.14
2024-05-13,North America,United States,Furniture,Storage Cabinet,7096.36,2832.65,365.3,2467.35
2025-10-13,North America,United States,Furniture,Conference Table,8617.14,3287.92,322.53,2965.39
2024-09-10,Europe,United Kingdom,Technology,Cloud Server,2487.76,909.88,133.18,776.71
2025-11-10,Europe,France,Furniture,Storage Cabinet,7637.43,5023.25,976.49,4046.76
2024-11-25,Asia Pacific,Singapore,Furniture,Storage Cabinet,5000.7,2245.73,309.57,1936.16
2025-08-20,Europe,France,Technology,Smartphone X,4794.76,1803.25,196.25,1607.0
2025-03-11,South America,Chile,Technology,Business Tablet,2918.03,1109.71,197.2,912.51
2024-10-29,South America,Chile,Office Supplies,Office Chair,6047.64,2605.59,369.25,2236.34
2025-03-12,South America,Argentina,Office Supplies,Desk Organizer,3991.36,1669.52,174.23,1495.29
2024-01-26,North America,Canada,Technology,Business Tablet,6630.87,2572.68,226.25,2346.43
2025-05-28,Europe,United Kingdom,Technology,Laptop Pro,1626.58,669.07,93.21,575.87
2024-12-07,North America,Mexico,Office Supplies,Printer,3375.8,1642.37,216.65,1425.72
2024-10-08,North America,Mexico,Furniture,Conference Table,9984.85,4791.22,668.9,4122.32
2024-09-24,Europe,United Kingdom,Office Supplies,Printer,7939.72,3262.11,399.27,2862.84
2025-08-16,Europe,Italy,Furniture,Conference Table,8721.93,3491.42,577.1,2914.32
2024-08-02,South America,Brazil,Furniture,Storage Cabinet,7363.85,3231.3,512.49,2718.81
2024-11-16,North America,Canada,Furniture,Storage Cabinet,2491.06,1059.74,144.29,915.45
2025-01-18,North America,Mexico,Technology,Business Tablet,9461.86,3519.55,667.25,2852.3
2024-12-29,Asia Pacific,Japan,Office Supplies,Desk Organizer,7014.75,3012.4,483.54,2528.85
2025-07-04,Asia Pacific,Australia,Furniture,Executive Desk,5891.99,2013.81,217.75,1796.06
2024-12-04,South America,Argentina,Technology,Cloud Server,1105.24,455.03,59.39,395.64
2024-12-02,South America,Chile,Office Supplies,Premium Paper,2128.52,936.79,82.76,854.03
2025-12-06,South America,Brazil,Technology,Smartphone X,1160.16,566.9,51.27,515.63
2024-08-26,Asia Pacific,India,Office Supplies,Premium Paper,4002.2,1392.75,185.46,1207.29
2025-02-24,South America,Brazil,Technology,Smartphone X,5596.3,2267.49,187.13,2080.36
2024-07-30,North America,United States,Office Supplies,Desk Organizer,8270.01,3619.44,313.76,3305.68
2025-08-11,Asia Pacific,Japan,Furniture,Storage Cabinet,3116.69,1054.22,115.74,938.49
2024-03-06,South America,Chile,Technology,Business Tablet,9147.87,4435.77,484.93,3950.84
2025-08-12,Europe,Germany,Office Supplies,Desk Organizer,3794.43,1882.09,264.16,1617.93
2025-02-04,North America,Canada,Technology,Smartphone X,9049.66,4188.89,478.65,3710.24
2025-11-05,North America,Mexico,Furniture,Executive Desk,4238.74,2050.86,177.96,1872.9
2024-06-10,Asia Pacific,Australia,Furniture,Executive Desk,7131.42,3203.61,291.41,2912.2
2025-05-20,South America,Chile,Technology,Business Tablet,1227.07,471.33,83.84,387.49
2024-11-29,South America,Argentina,Technology,Business Tablet,2470.03,834.95,77.4,757.55
2025-10-16,South America,Argentina,Office Supplies,Desk Organizer,8629.84,3365.97,263.53,3102.44
2024-04-27,North America,Canada,Furniture,Storage Cabinet,5105.21,1876.97,293.15,1583.82
2024-09-05,South America,Brazil,Office Supplies,Printer,8494.84,3028.34,262.52,2765.82
2024-04-12,North America,Canada,Technology,Cloud Server,2100.31,905.8,64.19,841.61
2024-10-06,North America,Canada,Office Supplies,Office Chair,2558.39,943.84,163.1,780.74
2024-08-09,South America,Chile,Technology,Laptop Pro,4210.87,1595.37,137.36,1458.01
2024-01-05,Europe,Italy,Technology,Smartphone X,4059.12,1503.3,140.32,1362.98
2025-03-07,Europe,Germany,Office Supplies,Office Chair,6959.62,2696.25,542.41,2153.83
2024-04-08,North America,Mexico,Technology,Laptop Pro,4448.96,1612.79,206.24,1406.55
2025-07-29,North America,Mexico,Technology,Cloud Server,9419.77,3379.9,383.28,2996.62
2024-12-31,Asia Pacific,Japan,Technology,Cloud Server,6712.93,2298.75,272.8,2025.94
2024-08-13,Europe,United Kingdom,Furniture,Ergonomic Chair,917.42,443.46,46.38,397.08
2025-09-05,South America,Brazil,Furniture,Conference Table,2893.43,1042.88,133.73,909.15
2025-10-08,South America,Chile,Furniture,Conference Table,3654.44,1715.76,271.15,1444.61
2024-11-21,South America,Brazil,Office Supplies,Premium Paper,6281.07,2744.04,308.52,2435.52
2025-10-17,North America,Mexico,Furniture,Executive Desk,2709.76,1266.25,202.8,1063.45
2024-11-12,North America,Mexico,Office Supplies,Office Chair,6387.78,2285.0,311.25,1973.75
2024-10-30,North America,United States,Office Supplies,Office Chair,6599.37,2652.78,437.31,2215.47
2025-03-30,Asia Pacific,Japan,Office Supplies,Printer,6614.22,3109.46,370.68,2738.78
2025-02-28,Asia Pacific,India,Technology,Business Tablet,3755.92,1365.56,122.83,1242.73
2025-11-11,North America,Mexico,Furniture,Conference Table,6276.6,2531.38,289.24,2242.15
2025-03-28,Europe,Germany,Office Supplies,Premium Paper,9559.78,3703.62,760.96,2942.65
2024-07-28,North America,United States,Technology,Smartphone X,2744.95,1037.52,181.85,855.67
2024-11-14,North America,Mexico,Technology,Smartphone X,4528.16,1974.43,204.47,1769.96
2025-08-13,South America,Chile,Technology,Business Tablet,8693.04,3909.49,674.15,3235.34
2025-01-03,South America,Argentina,Technology,Cloud Server,4693.07,2076.87,313.25,1763.63
2024-06-08,South America,Brazil,Office Supplies,Desk Organizer,8613.4,4219.75,655.28,3564.47
2025-09-01,North America,Mexico,Furniture,Conference Table,2944.27,1243.15,155.1,1088.05
2025-01-19,South America,Brazil,Office Supplies,Office Chair,7291.2,2954.13,552.72,2401.41
2024-01-05,Europe,Spain,Furniture,Ergonomic Chair,5168.81,2666.42,398.07,2268.35
2025-01-17,South America,Argentina,Office Supplies,Premium Paper,4383.48,1674.07,333.5,1340.57
2025-01-29,North America,United States,Office Supplies,Printer,7827.07,3601.75,371.23,3230.52
2025-12-27,South America,Chile,Furniture,Ergonomic Chair,7116.33,3372.87,543.16,2829.71
2024-09-09,North America,Canada,Technology,Business Tablet,6494.05,3028.42,421.29,2607.13
2025-10-22,North America,Canada,Furniture,Storage Cabinet,9470.52,3451.78,401.27,3050.5
2025-08-15,North America,United States,Technology,Laptop Pro,6621.78,3227.56,330.32,2897.24
